subdomain,base_domain,web_ports,services_count,has_http,has_https
dnsucn.trabajando.cl,trabajando.cl,"80,443",2,True,True
doc.autofact.cl,autofact.cl,"80,443",2,True,True
doceie.ucv.cl,ucv.cl,"80,443,8080",3,True,True
docencia.ufro.cl,ufro.cl,"80,443",2,True,True
docs.api.tgr.cl,tgr.cl,"80,443,8080,8443",4,True,True
docs.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
docs.eldinamo.cl,eldinamo.cl,"80,443",2,True,True
docs.redbanc.cl,redbanc.cl,443,1,False,True
docs.thenorthface.cl,thenorthface.cl,"80,443",2,True,True
docs.uft.cl,uft.cl,443,1,False,True
doctoradofilosofia.uc.cl,uc.cl,"80,443",2,True,True
doctoradoingenieria.usm.cl,usm.cl,"80,443",2,True,True
doctoradorrnn.ufro.cl,ufro.cl,"80,443",2,True,True
document.bsale.cl,bsale.cl,"80,443",2,True,True
documentacion.entel.cl,entel.cl,"80,443,8080,8443",4,True,True
documentos.biobiochile.cl,biobiochile.cl,"80,443",2,True,True
documentos.preunic.cl,preunic.cl,"80,443",2,True,True
documentos.redelcom.cl,redelcom.cl,"80,443",2,True,True
dod.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
domeyko.dii.uchile.cl,uchile.cl,"80,443",2,True,True
domssl.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
drcovarrubias.reservo.cl,reservo.cl,"80,443",2,True,True
drevistas.ucv.cl,ucv.cl,80,1,True,False
drhis.redsalud.cl,redsalud.cl,"80,443",2,True,True
drone-experimental.tools-v3.walmartdigital.cl,walmartdigital.cl,"80,443",2,True,True
drone.tools.walmartdigital.cl,walmartdigital.cl,"80,443",2,True,True
drvaldes.reservo.cl,reservo.cl,"80,443",2,True,True
dt.gob.cl,gob.cl,"80,443",2,True,True
dte-cerc.c.sii.cl,sii.cl,443,1,False,True
dte-devc.c.sii.cl,sii.cl,443,1,False,True
dte.bsale.cl,bsale.cl,"80,443",2,True,True
dte.correos.cl,correos.cl,"80,443",2,True,True
dtplus.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
dulcepatriaenvivo.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
duoc.trabajando.cl,trabajando.cl,"80,443",2,True,True
duplicados.appoderado.cl,appoderado.cl,"80,443",2,True,True
dwp.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
dyn.redbanc.cl,redbanc.cl,"80,443",2,True,True
e-capacita.sence.cl,sence.cl,"80,443",2,True,True
e-com.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
e.cruzverde.cl,cruzverde.cl,"80,443,8080,8443",4,True,True
e0.isa.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
e0.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
earth.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
earth.google.cl,google.cl,"80,443",2,True,True
eboleta.sii.cl,sii.cl,"80,443",2,True,True
ebooks.ediciones.uc.cl,uc.cl,"80,443",2,True,True
ec.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
ecampuseducacion.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
ecas.trabajando.cl,trabajando.cl,"80,443",2,True,True
eclipse.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
ecomm-track.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
ecommerce.correos.cl,correos.cl,443,1,False,True
economiaagraria.uc.cl,uc.cl,"80,443",2,True,True
economiacircular.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
economicos.emol.cl,emol.cl,80,1,True,False
edelpa.trabajando.cl,trabajando.cl,"80,443",2,True,True
edenuncia.mutual.cl,mutual.cl,"80,443",2,True,True
edge1.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
ediciones.uc.cl,uc.cl,"80,443",2,True,True
edicionimpresa.soychile.cl,soychile.cl,"80,443",2,True,True
edu.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
edu.duoc.cl,duoc.cl,"80,443",2,True,True
edu.google.cl,google.cl,"80,443",2,True,True
educacioncontinua.arte.uc.cl,uc.cl,"80,443",2,True,True
educacioncontinua.fica.ufro.cl,ufro.cl,"80,443",2,True,True
efactura.entel.cl,entel.cl,"80,443",2,True,True
egov.usm.cl,usm.cl,"80,443",2,True,True
egresadoscpa.usach.cl,usach.cl,"80,443",2,True,True
eiffel.aws.paris.cl,paris.cl,"80,443",2,True,True
elb.bsale.cl,bsale.cl,"80,443",2,True,True
elearning.usm.cl,usm.cl,"80,443",2,True,True
elearning2.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
elearning2.dt.gob.cl,gob.cl,"80,443",2,True,True
elecciones.adnradio.cl,adnradio.cl,"80,443",2,True,True
elecciones.chilevision.cl,chilevision.cl,"80,443",2,True,True
elecciones2013.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
eleccionescosoc.extranjeria.gob.cl,gob.cl,"80,443,8080,8443",4,True,True
electrodomesticos.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
elige.tvn.cl,tvn.cl,"80,443,8080,8443",4,True,True
eligemejor.sence.cl,sence.cl,"80,443",2,True,True
elmercurio.trabajando.cl,trabajando.cl,"80,443",2,True,True
elvolcan.trabajando.cl,trabajando.cl,"80,443",2,True,True
email.aguasandinas.cl,aguasandinas.cl,"80,443",2,True,True
email.emol.cl,emol.cl,"80,443",2,True,True
email.kupos.cl,kupos.cl,"80,443",2,True,True
email.mail.shopee.cl,shopee.cl,"80,443",2,True,True
email.mktg.redbanc.cl,redbanc.cl,"80,443",2,True,True
email.tumundo.cl,tumundo.cl,"80,443,8080,8443",4,True,True
embonor.trabajando.cl,trabajando.cl,"80,443",2,True,True
embotelladoraandina.trabajando.cl,trabajando.cl,"80,443",2,True,True
eme-bus.recorrido.cl,recorrido.cl,"80,443",2,True,True
emergencia.aguasandinas.cl,aguasandinas.cl,"80,443",2,True,True
emergencias.aguasandinas.cl,aguasandinas.cl,"80,443",2,True,True
emin.trabajando.cl,trabajando.cl,"80,443",2,True,True
eml-enviomailliquidacion.chileatiende.gob.cl,gob.cl,"80,443",2,True,True
emoltv.emol.cl,emol.cl,80,1,True,False
emon-nnm02.monitoring.entel.cl,entel.cl,443,1,False,True
emon-spi01.monitoring.entel.cl,entel.cl,443,1,False,True
emon-spi02.monitoring.entel.cl,entel.cl,443,1,False,True
emphosting10562.hosting.cl,hosting.cl,"80,443",2,True,True
empiezacontodo.cruzverde.cl,cruzverde.cl,"80,443",2,True,True
emplea.inacap.cl,inacap.cl,"80,443",2,True,True
empleos.bcentral.cl,bcentral.cl,"80,443",2,True,True
empleos.emol.cl,emol.cl,"80,443,8080",3,True,True
empleos.santander.cl,santander.cl,"80,443",2,True,True
empleosestudiantesaiep.trabajando.cl,trabajando.cl,"80,443",2,True,True
empleosfachuma.usach.cl,usach.cl,"80,443",2,True,True
empleosupla.trabajando.cl,trabajando.cl,"80,443",2,True,True
empresa.cajalosandes.cl,cajalosandes.cl,"80,443,8080,8443",4,True,True
empresa.viajesfalabella.cl,viajesfalabella.cl,443,1,False,True
empresas.entel.cl,entel.cl,"80,443,8080,8443",4,True,True
empresas.jumbo.cl,jumbo.cl,"80,443",2,True,True
empresas.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
empresas.sence.cl,sence.cl,"80,443",2,True,True
empresas.trabajando.cl,trabajando.cl,"80,443,8080,8443",4,True,True
empresassb.trabajando.cl,trabajando.cl,"80,443,8080,8443",4,True,True
ems.nuevosidiv.registrocivil.cl,registrocivil.cl,"80,443,8080,8443",4,True,True
emto.ucsc.cl,ucsc.cl,"80,443",2,True,True
en.ufro.cl,ufro.cl,"80,443",2,True,True
enap.trabajando.cl,trabajando.cl,"80,443",2,True,True
encuesta.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
encuestacalidaddevidaenlavejez.uc.cl,uc.cl,"80,443",2,True,True
encuestas.bancoripley.cl,bancoripley.cl,"80,443,8080,8443",4,True,True
encuestas.conicyt.cl,conicyt.cl,"80,443",2,True,True
encuestas.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443",2,True,True
encuestas.tumundo.cl,tumundo.cl,"80,443",2,True,True
encuestasapoderado.junaeb.cl,junaeb.cl,"80,443",2,True,True
encuestasestructurales.bcentral.cl,bcentral.cl,"80,443",2,True,True
encuestasrpt.junaeb.cl,junaeb.cl,"80,443",2,True,True
encvulnerabilidad.sead.junaeb.cl,junaeb.cl,"80,443",2,True,True
endpoint.mms.staging.shopee.cl,shopee.cl,"80,443",2,True,True
endpoint.mms.uat.shopee.cl,shopee.cl,"80,443",2,True,True
enex.trabajando.cl,trabajando.cl,"80,443",2,True,True
eng.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
engine.dt.gob.cl,gob.cl,"80,443",2,True,True
enjoy.trabajando.cl,trabajando.cl,"80,443",2,True,True
enlace.uc.cl,uc.cl,"80,443",2,True,True
enlaces.uala.udec.cl,udec.cl,"80,443,8080",3,True,True
enpersonas.trabajando.cl,trabajando.cl,"80,443",2,True,True
entel.cinemark.cl,cinemark.cl,"80,443,8080,8443",4,True,True
entel.trabajando.cl,trabajando.cl,"80,443",2,True,True
entelconviene.entel.cl,entel.cl,"80,443",2,True,True
enterprise.despegar.cl,despegar.cl,"80,443",2,True,True
enterprise.google.cl,google.cl,"80,443",2,True,True
enterpriseenrollment.bcentral.cl,bcentral.cl,"80,443",2,True,True
enterpriseenrollment.entel.cl,entel.cl,"80,443",2,True,True
enterpriseenrollment.gourmet.cl,gourmet.cl,"80,443",2,True,True
enterpriseenrollment.inacap.cl,inacap.cl,"80,443",2,True,True
enterpriseenrollment.redbanc.cl,redbanc.cl,"80,443",2,True,True
enterpriseregistration.bancofalabella.cl,bancofalabella.cl,"80,443",2,True,True
enterpriseregistration.gourmet.cl,gourmet.cl,"80,443",2,True,True
enterpriseregistration.redbanc.cl,redbanc.cl,"80,443",2,True,True
entrenador.webescuela.cl,webescuela.cl,"80,443",2,True,True
envcenter-saascicd-cirrus.bancoestado.cl,bancoestado.cl,"80,443",2,True,True
envios-lms.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
envios-yms.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
envios.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
envivo.adnradio.cl,adnradio.cl,"80,443",2,True,True
envivo.teletrak.cl,teletrak.cl,"80,443",2,True,True
enzal2019.usach.cl,usach.cl,"80,443",2,True,True
ep.mutual.cl,mutual.cl,"80,443",2,True,True
epagos.inacap.cl,inacap.cl,"80,443",2,True,True
epiroc.trabajando.cl,trabajando.cl,"80,443",2,True,True
epsilon.mercadopago.cl,mercadopago.cl,"80,443",2,True,True
epub.webescuela.cl,webescuela.cl,"80,443",2,True,True
eq224.fdo-may.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
eq37.fdo-may.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
eq60.fdo-may.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
eq61.fdo-may.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
equipos.entel.cl,entel.cl,"80,443",2,True,True
es.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
esb.entel.cl,entel.cl,"80,443",2,True,True
escanibalpinto.webescuela.cl,webescuela.cl,"80,443",2,True,True
escritorio-qa.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
escritorio.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
escuelaaprendiendoavivir.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelaarn.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelabasicabrasilia.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelabrasilia.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelacahuil.webescuela.cl,webescuela.cl,"80,443",2,True,True
escueladepedagogia.ufro.cl,ufro.cl,"80,443",2,True,True
escueladiaguitasdechalinga.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelamonopaine.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelaparticularalfayomega.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelaped.ufro.cl,ufro.cl,"80,443",2,True,True
escuelaporongo.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelasanfelipeneri.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelasantalaura.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelasolyluna.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelastarosadechena.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuelatecnica.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
escuelavallepenco.webescuela.cl,webescuela.cl,"80,443",2,True,True
escuesanfelipeneri.webescuela.cl,webescuela.cl,"80,443",2,True,True
eshops-test.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
eshops.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
espa.junaeb.cl,junaeb.cl,"80,443",2,True,True
espanol.udec.cl,udec.cl,"80,443,8080",3,True,True
especiales.adnradio.cl,adnradio.cl,"80,443",2,True,True
especiales.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
especiales.eldinamo.cl,eldinamo.cl,"80,443",2,True,True
especiales.publimetro.cl,publimetro.cl,"80,443",2,True,True
estadisticaservices.pjud.cl,pjud.cl,"80,443",2,True,True
estadisticasyestudio.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443",2,True,True
estaticos.24horas.cl,24horas.cl,"80,443,8080,8443",4,True,True
estilo.webescuela.cl,webescuela.cl,"80,443",2,True,True
estrangulacion.netline.cl,netline.cl,"80,443",2,True,True
estudiantes.mutual.cl,mutual.cl,"80,443",2,True,True
estudiosvirtuales.pjud.cl,pjud.cl,"80,443",2,True,True
esval.trabajando.cl,trabajando.cl,"80,443",2,True,True
et.duoc.cl,duoc.cl,"80,443",2,True,True
eum.bancofalabella.cl,bancofalabella.cl,"80,443",2,True,True
eurocopa.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
evaformacioncontinua.ucsc.cl,ucsc.cl,"80,443",2,True,True
evalbecas.conicyt.cl,conicyt.cl,"80,443,8080,8443",4,True,True
evalcyt.conicyt.cl,conicyt.cl,"80,443,8080,8443",4,True,True
evalfast.conicyt.cl,conicyt.cl,"80,443,8080,8443",4,True,True
evalfondecyt.conicyt.cl,conicyt.cl,"80,443,8080,8443",4,True,True
evaluaciondocente.duoc.cl,duoc.cl,"80,443",2,True,True
evaluaciondocente.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
evaluaciones.appoderado.cl,appoderado.cl,"80,443",2,True,True
evaluaciones.pjud.cl,pjud.cl,"80,443",2,True,True
evaluacionformativa.mineduc.cl,mineduc.cl,"80,443",2,True,True
evaluacionservicios.usm.cl,usm.cl,"80,443",2,True,True
evaluacionsned.mineduc.cl,mineduc.cl,"80,443",2,True,True
evapostgrados.ucsc.cl,ucsc.cl,"80,443",2,True,True
evento.yapo.cl,yapo.cl,"80,443,8080,8443",4,True,True
eventos.iacc.cl,iacc.cl,"80,443",2,True,True
events.google.cl,google.cl,"80,443",2,True,True
evirtual.mutual.cl,mutual.cl,"80,443",2,True,True
exafiliados.cajalosandes.cl,cajalosandes.cl,"80,443,8080,8443",4,True,True
exalumnos.duoc.cl,duoc.cl,"80,443",2,True,True
examenes-api.redsalud.cl,redsalud.cl,"80,443",2,True,True
examenes-beta-4p1.redsalud.cl,redsalud.cl,"80,443",2,True,True
examenes.redsalud.cl,redsalud.cl,"80,443",2,True,True
execution-ci360-prod.movistar.cl,movistar.cl,"80,443",2,True,True
expe-lgvl.bci.cl,bci.cl,8443,1,False,True
expe1.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
expe2.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
expediente-electronico.tgr.cl,tgr.cl,"80,443",2,True,True
expedienteenlinea.cge.cl,cge.cl,443,1,False,True
expedition.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
expertos.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
explorador.efe.cl,efe.cl,"80,443",2,True,True
extension.med.uchile.cl,uchile.cl,"80,443",2,True,True
extension.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
extranet.bancoripley.cl,bancoripley.cl,"80,443",2,True,True
extranet.tvn.cl,tvn.cl,"80,443,8080,8443",4,True,True
extranetbf.bancofalabella.cl,bancofalabella.cl,443,1,False,True
extranetbf.lb.bancofalabella.cl,bancofalabella.cl,443,1,False,True
eychile.trabajando.cl,trabajando.cl,"80,443",2,True,True
f3911.netline.cl,netline.cl,"80,443",2,True,True
facility-config.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
factec.usach.cl,usach.cl,"80,443",2,True,True
factoring-ui.bsale.cl,bsale.cl,"80,443",2,True,True
facturacion.powerhost.cl,powerhost.cl,"80,443",2,True,True
facultadeducacion.uft.cl,uft.cl,"80,443",2,True,True
facultades.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
falp.trabajando.cl,trabajando.cl,"80,443,8080,8443",4,True,True
fam.trabajando.cl,trabajando.cl,"80,443",2,True,True
familia.pjud.cl,pjud.cl,"80,443",2,True,True
familiascapacitacion.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443,8080",3,True,True
fan.core.api.espn.cl,espn.cl,"80,443",2,True,True
fan.core.api.qa.espn.cl,espn.cl,"80,443",2,True,True
faniai.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
fantacy.hnc.cl,hnc.cl,"80,443",2,True,True
farmaciasdoctorsimi.trabajando.cl,trabajando.cl,"80,443",2,True,True
farmaciasknop.trabajando.cl,trabajando.cl,"80,443",2,True,True
fax.terra.cl,terra.cl,"80,443",2,True,True
fcfmpresencial.ing.uchile.cl,uchile.cl,"80,443",2,True,True
feature.idcrm.uat.shopee.cl,shopee.cl,"80,443",2,True,True
feedback-test.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
fen.uft.cl,uft.cl,"80,443",2,True,True
feriados.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
feriaingenieria.udec.cl,udec.cl,"80,443,8443",3,True,True
ferialaboral.inacap.cl,inacap.cl,"80,443",2,True,True
festivaldevina.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
fhir.udec.cl,udec.cl,"80,443,8080",3,True,True
fibe.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443,8080",3,True,True
fibra.wom.cl,wom.cl,"80,443",2,True,True
fiesta-evento.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
file-importation.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
file-proxy.return.test.shopee.cl,shopee.cl,"80,443",2,True,True
files.dev.blue.cl,blue.cl,"80,443,8080,8443",4,True,True
files.ecdn.entel.cl,entel.cl,"80,8080,8443",3,True,True
files.mega.cl,mega.cl,"80,443,8080,8443",4,True,True
files.qa.blue.cl,blue.cl,"80,443,8080,8443",4,True,True
finanzas.ucv.cl,ucv.cl,"80,8080,8443",3,True,True
fiori.efe.cl,efe.cl,"80,443",2,True,True
fiorips4.sap.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
firma-xml-cmf.chileatiende.gob.cl,gob.cl,"80,443",2,True,True
firma.loteria.cl,loteria.cl,"80,443",2,True,True
firmadigital.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
firmadigitalrrhh.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
firmadigitalrrhhfiliales.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
firmalaboral.loteria.cl,loteria.cl,"80,443",2,True,True
firmaproveedores.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
firmas.bcentral.cl,bcentral.cl,"80,443",2,True,True
firmas.eldinamo.cl,eldinamo.cl,"80,443,8080,8443",4,True,True
firmas.gslb.bcentral.cl,bcentral.cl,"80,443",2,True,True
firmas.santander.cl,santander.cl,"80,443",2,True,True
firmasimple.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
fiscalia.redsalud.cl,redsalud.cl,"80,443",2,True,True
fisica.usach.cl,usach.cl,"80,443",2,True,True
fitness.ripley.cl,ripley.cl,"80,443,8080,8443",4,True,True
fondefsis.conicyt.cl,conicyt.cl,"80,443,8080,8443",4,True,True
fondocredito.usach.cl,usach.cl,"80,443",2,True,True
fondoesperanza.trabajando.cl,trabajando.cl,"80,443",2,True,True
fondosconcursables.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
form.elmostrador.cl,elmostrador.cl,"80,443",2,True,True
formacion.bne.cl,bne.cl,"443,8443",2,False,True
formacioncivica.bcn.cl,bcn.cl,"80,443",2,True,True
formacioncontinua.ucsc.cl,ucsc.cl,"80,443",2,True,True
formacioncontinua.uft.cl,uft.cl,443,1,False,True
forminterescolares.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
forms.mega.cl,mega.cl,"80,443,8080,8443",4,True,True
forms.netline.cl,netline.cl,"80,443",2,True,True
forms2.mega.cl,mega.cl,"80,443,8080,8443",4,True,True
formula1.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
formulario-ingreso.uft.cl,uft.cl,"80,443",2,True,True
formulariodenuncias.iacc.cl,iacc.cl,"80,443",2,True,True
formularios.bancoripley.cl,bancoripley.cl,"80,443",2,True,True
formularios.mega.cl,mega.cl,"80,443,8080,8443",4,True,True
formularios.sence.cl,sence.cl,"80,443",2,True,True
foro.dalealbo.cl,dalealbo.cl,"80,443,8080,8443",4,True,True
foros.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
fortalecimiento-micha.chileatiende.gob.cl,gob.cl,"80,443",2,True,True
forum.trabajando.cl,trabajando.cl,"80,443",2,True,True
forus.trabajando.cl,trabajando.cl,"80,443",2,True,True
fos-containers.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
fos-oot.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
fos-waves.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
fotografia.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
fotos.chileautos.cl,chileautos.cl,"80,443",2,True,True
fragataportuguesa.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
franciscosolermanfredini.webescuela.cl,webescuela.cl,"80,443",2,True,True
frayluisbeltran.webescuela.cl,webescuela.cl,"80,443",2,True,True
freire.stats.appoderado.cl,appoderado.cl,"80,443",2,True,True
fresno.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
front-events.tgr.cl,tgr.cl,"80,443",2,True,True
front.24horas.cl,24horas.cl,"80,443,8080,8443",4,True,True
front.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
front.elmostrador.cl,elmostrador.cl,"80,443",2,True,True
front.lahora.cl,lahora.cl,"80,443,8080,8443",4,True,True
front.tgr.cl,tgr.cl,"80,443",2,True,True
front001-consumultas-prd-consulta-multas-prod.api.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
front001-ministros-de-fe.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
frontera-del-norte.recorrido.cl,recorrido.cl,"80,443",2,True,True
fronterizadellifen.webescuela.cl,webescuela.cl,"80,443",2,True,True
ftp.ap2.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
ftp.clubhipico.cl,clubhipico.cl,80,1,True,False
ftp.ibus.cl,ibus.cl,"80,443",2,True,True
ftp.int3.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
ftp.int7.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
ftp.meteochile.gob.cl,gob.cl,80,1,True,False
ftp.planetahosting.cl,planetahosting.cl,"80,443",2,True,True
ftp.portalnet.cl,portalnet.cl,"80,443,8080,8443",4,True,True
ftp.redsalud.cl,redsalud.cl,"80,443,8080,8443",4,True,True
ftp.silkperfumes.cl,silkperfumes.cl,"80,443",2,True,True
ftp.srv1.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
ftp.tracker.cl,tracker.cl,"80,443",2,True,True
ftp.virtualhosting.cl,virtualhosting.cl,"80,443",2,True,True
fu.chileatiende.gob.cl,gob.cl,"80,443",2,True,True
fud.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443",2,True,True
fundacioncchc.trabajando.cl,trabajando.cl,"80,443",2,True,True
futbol.biobiochile.cl,biobiochile.cl,"80,443",2,True,True
futboldelmundo.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
futuronovato.uc.cl,uc.cl,"80,443",2,True,True
fw.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
fw.sence.cl,sence.cl,"80,443",2,True,True
g-auth.mutual.cl,mutual.cl,"80,443",2,True,True
g-dev.mutual.cl,mutual.cl,"80,443",2,True,True
g-sts.mutual.cl,mutual.cl,"80,443",2,True,True
g.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
g.mercadopago.cl,mercadopago.cl,"80,443",2,True,True
galerias.usm.cl,usm.cl,"80,443",2,True,True
galleries.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
gameslocalteam.games.uat.shopee.cl,shopee.cl,"80,443",2,True,True
gamma.mercadopago.cl,mercadopago.cl,"80,443",2,True,True
gatekeeper-saascicd-cirrus.bancoestado.cl,bancoestado.cl,"80,443",2,True,True
gateway-externo-utilities-qa.api.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
gateway.kupos.cl,kupos.cl,"80,443",2,True,True
gateway.tumundo.cl,tumundo.cl,443,1,False,True
